#EventID,Time,Latitude,Longitude,Depth/km,MagType,Magnitude,MagErr,Area,Type,Level
9955,2018-07-26 03:40:27.84,40.82333,14.149,0.63,D,-0.8,0.3,flegrei,earthquake,Bollettino
9954,2018-07-26 06:05:00.55,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
9949,2018-07-29 07:17:59.43,,,,,,,flegrei,earthquake,Bollettino
9948,2018-07-29 07:18:11.06,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
512,2018-07-29 08:52:22.99,40.842171,14.12583,1.64,D,0.9,0.3,flegrei,earthquake,Bollettino
516,2018-07-30 21:16:32.43,40.797667,14.066667,2.33,,,,flegrei,earthquake,Automatico
9940,2018-08-03 12:00:01.55,40.819328,14.1495,1.82,D,-0.3,0.3,flegrei,earthquake,Bollettino
9938,2018-08-04 01:57:16.75,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
9937,2018-08-04 01:57:29.61,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
9936,2018-08-04 01:57:33.93,40.827332,14.144,1.54,D,0.1,0.3,flegrei,earthquake,Bollettino
9935,2018-08-04 01:58:03.27,,,,,,,flegrei,earthquake,Bollettino
9934,2018-08-04 02:05:26.38,40.825829,14.146,1.39,D,-0.1,0.3,flegrei,earthquake,Bollettino
528,2018-08-05 04:49:51.92,40.81583,14.1685,2.79,D,0.4,0.3,flegrei,earthquake,Bollettino
541,2018-08-10 01:41:23.22,40.669333,14.045667,2.44,,,,flegrei,earthquake,Automatico
